WDJ231549.16+015450.15,DAH
WDJ184111.08+524933.59,DAH
WDJ093903.33+114418.03,DAH
WDJ165956.79+124611.67,DAH
WDJ143510.34+365049.59,DAH
WDJ083052.12+151021.16,DAH
WDJ024410.73+221151.89,DAH
WDJ065614.30+570002.99,DAH
WDJ023333.52+214340.50,DAH
WDJ155747.30+280006.80,DAH
WDJ164936.24+245807.31,DAH
WDJ235613.86+235725.58,DAH
WDJ152015.40+335523.53,DAH
WDJ113122.58+492041.16,DAH
WDJ073923.38+640926.54,DAH
WDJ113305.51+790621.07,DAH
WDJ191730.89+675904.46,DAH
WDJ081055.08+280826.39,DAH
WDJ130653.86+044941.29,DAH
WDJ163908.93+324750.84,DAH
WDJ161847.38+061154.96,DAH
WDJ015642.00+322532.08,DAH
WDJ083359.99+584511.03,DAH
WDJ084658.16+241240.21,DAH
WDJ012601.44+213853.43,DAH
WDJ165316.22+582155.24,DAH
WDJ140859.71+301048.73,DAH
WDJ164414.89+101334.96,DAH
WDJ171902.70+244253.32,DAH
WDJ084021.27+522217.84,DAH
WDJ090205.29+454915.59,DAH
WDJ094010.99+492102.41,DAH
WDJ183619.98+574624.89,DAH
WDJ191346.91+671639.42,DAH
WDJ012717.62+310214.22,DAH
WDJ071156.90+643335.49,DAH
WDJ165639.12+571903.21,DAH
WDJ171137.33+213319.04,DAH
WDJ173239.89+215450.71,DAH
WDJ171327.51+213037.57,DAB/DBA
WDJ000524.92+033840.15,DAB/DBA
WDJ103156.27+690634.18,DAB/DBA
WDJ081641.75+094304.25,DAB/DBA
WDJ020951.58+182428.63,DAB/DBA
WDJ224348.27+255120.94,DAB/DBA
WDJ155627.91+012624.36,DAB/DBA
WDJ113155.87+645703.78,DAB/DBA
WDJ115522.36+692906.36,DAB/DBA
WDJ151134.14+274612.65,DAB/DBA
WDJ003542.95+035746.20,DAB/DBA
WDJ211014.06+015830.65,DAB/DBA
WDJ172351.34+182724.57,DAQ
WDJ014238.48+283604.45,DAQ
WDJ161659.09+534228.01,DAQ
WDJ090618.44+022311.66,DAQ
WDJ000438.38+112358.71,DAQ
WDJ144854.90+051903.80,DAQ
WDJ153600.40+171706.61,DAZ/DZA
WDJ072259.38+465227.86,DAZ/DZA
WDJ092936.04+053700.15,DAZ/DZA
WDJ081754.97+575910.59,DAZ/DZA
WDJ122944.23+563905.98,DAZ/DZA
WDJ025527.70+023714.08,DAZ/DZA
WDJ085437.57+283058.20,DAZ/DZA
WDJ065258.51+592611.60,DAZ/DZA
WDJ091453.93+105454.72,DAZ/DZA
WDJ074740.30+402449.12,DAZ/DZA
WDJ234200.59+201719.49,DAZ/DZA
WDJ191826.49+625802.50,DAZ/DZA
WDJ003124.91+221823.53,DAZ/DZA
WDJ133038.08+544524.65,DAZ/DZA
WDJ001839.65+231655.60,DAZ/DZA
WDJ171126.86+202722.20,DAZ/DZA
WDJ172924.61+151614.00,DAZ/DZA
WDJ173938.25+284604.08,DAZ/DZA
WDJ234333.53+201359.04,DAZ/DZA
WDJ082810.83+370319.93,DAZ/DZA
WDJ161318.17+284434.72,DAZ/DZA
WDJ083358.91+354859.68,DAZ/DZA
WDJ211136.89+043030.14,DAZ/DZA
WDJ140559.64+400423.05,DAZ/DZA
WDJ072428.97+673846.13,DAZ/DZA
WDJ072446.90+522339.90,DAZ/DZA
WDJ102132.77+672517.45,DAZ/DZA
WDJ102441.72+010443.16,DAZ/DZA
WDJ141930.84+354532.84,DAZ/DZA
WDJ135217.76+032323.92,DAZ/DZA
WDJ094743.10+423841.38,DAZ/DZA
WDJ095645.15+591240.64,DAZ/DZA
WDJ143047.92+043838.63,DAZ/DZA
WDJ164145.74+053537.60,DAZ/DZA
WDJ234325.54+083726.31,DAZ/DZA
WDJ103021.42+285258.36,DAZ/DZA
WDJ155807.78+084020.93,DAZ/DZA
WDJ012631.51+253329.99,DAZ/DZA
WDJ024602.29+113148.06,DAZ/DZA
WDJ150118.04+311756.10,DAZ/DZA
WDJ162823.86+073204.07,DAZ/DZA
WDJ170233.11+191005.84,DB
WDJ151137.19+383627.26,DB
WDJ080013.10+262702.63,DB
WDJ172101.29+084226.81,DB
WDJ093643.54+164702.99,DB
WDJ081833.19+032546.84,DB
WDJ205651.85+041219.19,DB
WDJ220038.14+013002.32,DB
WDJ180326.53+243656.80,DB
WDJ082832.62+000836.80,DB
WDJ013224.10+013558.03,DB
WDJ160534.86+271856.81,DB
WDJ084731.32+155852.14,DB
WDJ122613.45+021255.93,DB
WDJ003745.53+074423.39,DB
WDJ022503.40+201829.08,DB
WDJ183619.79+523224.29,DB
WDJ211553.01+092726.37,DB
WDJ013426.74+110203.84,DBQ
WDJ125222.35+152027.71,DBZ/DZB
WDJ181748.94+481642.23,DBZ/DZB
WDJ024258.64+042653.15,DBZ/DZB
WDJ071605.18+501150.35,DBZ/DZB
WDJ074120.75+281245.62,DBZ/DZB
WDJ075255.00+754316.38,DBZ/DZB
WDJ151441.44+410446.44,DBZ/DZB
WDJ001306.85+202130.94,DBZ/DZB
WDJ184317.27+525516.94,DBZ/DZB
WDJ230654.46+270209.97,DBZ/DZB
WDJ181457.92+441409.15,DBZ/DZB
WDJ134353.14+294114.04,DBZ/DZB
WDJ131606.82+191602.94,DBZ/DZB
WDJ080206.61+761235.18,DBZ/DZB
WDJ235416.08+292923.05,DBZ/DZB
WDJ165928.81+145625.99,DBZ/DZB
WDJ015932.44+091846.18,DBZ/DZB
WDJ023154.82+251259.52,DBZ/DZB
WDJ093031.00+061852.93,DBZ/DZB
WDJ093116.79+430335.17,DBZ/DZB
WDJ104119.85+474945.09,DBZ/DZB
WDJ134429.23+210451.07,DBZ/DZB
WDJ181535.91+330730.22,DBZ/DZB
WDJ204956.52+055513.19,DBZ/DZB
WDJ213146.85+025518.46,DBZ/DZB
WDJ222935.96+295149.37,DBZ/DZB
WDJ224315.51+091558.77,DBZ/DZB
WDJ224913.65+064410.12,DBZ/DZB
WDJ235438.23+162541.45,DBZ/DZB
WDJ211658.12+163307.42,DBZ/DZB
WDJ163415.68+195414.35,DBZ/DZB
WDJ102216.60+514149.65,DBAZ
WDJ002511.11+121712.39,CV
WDJ014203.50+031202.42,CV
WDJ160335.91+215032.56,CV
WDJ085746.18+034255.35,CV
WDJ123159.51+670918.91,CV
WDJ110834.03+315352.43,CV
WDJ151415.68+074446.75,CV
WDJ184704.48+641903.30,CV
WDJ083621.87+044624.40,CV
WDJ064032.79+573848.90,DC
WDJ143333.09+030819.09,DC
WDJ023510.02+115544.37,DC
WDJ164849.15+075754.01,DC
WDJ005529.44+180129.42,DC
WDJ101226.22+025341.84,DC
WDJ171255.03+355914.56,DC
WDJ092525.53+525652.08,DC
WDJ085030.29+070937.06,DC
WDJ001517.57+012255.38,DC
WDJ230524.32+001713.42,DC
WDJ091435.98+612543.55,DC
WDJ082651.04+732853.11,DC
WDJ082924.00+221609.88,DC
WDJ174258.77+684308.69,DC
WDJ001601.43+260218.07,DO/DAO
WDJ013222.94+290913.23,DO/DAO
WDJ211818.73+120132.07,DO/DAO
WDJ043832.74+003117.01,DO/DAO
WDJ215151.11+153653.56,DO/DAO
WDJ023007.26+292256.26,DO/DAO
WDJ230718.60+053611.43,DO/DAO
WDJ072025.54+370336.32,DO/DAO
WDJ074203.60+493333.84,DO/DAO
WDJ173824.62+581801.68,DO/DAO
WDJ175654.21+251708.05,DO/DAO
WDJ204240.19+064158.05,DO/DAO
WDJ210310.73+122709.15,DO/DAO
WDJ222430.91+291652.57,DO/DAO
WDJ223230.40+255034.18,DO/DAO
WDJ063508.51+564957.88,DO/DAO
WDJ075733.49+610842.04,DO/DAO
WDJ074725.16+651301.16,DO/DAO
WDJ103041.44+401312.66,DO/DAO
WDJ105956.01+404332.44,DO/DAO
WDJ125944.01+572345.18,DO/DAO
WDJ144007.60+315413.02,DO/DAO
WDJ150927.23+292206.30,DO/DAO
WDJ164938.84+011533.29,DO/DAO
WDJ171124.74+461927.10,DO/DAO
WDJ173626.22+745449.80,DO/DAO
WDJ020127.21+234952.82,DO/DAO
WDJ110747.87+383550.86,DO/DAO
WDJ135141.17+541947.22,DQ
WDJ225640.08+221427.75,DQ
WDJ211413.65+164607.93,DQ
WDJ140644.58+444754.67,DQ
WDJ004832.43+283109.97,DQ
WDJ004218.64+225955.90,DQ
WDJ003350.11+304043.97,DQ
WDJ001130.27+020828.62,DQ
WDJ092031.23+330831.41,DQ
WDJ144537.15+185120.80,DQ
WDJ171513.06+185204.47,DQ
WDJ004617.03+110726.18,DQ
WDJ171504.61+150130.73,DQ
WDJ022909.48+251024.52,DQ
WDJ004851.43+093815.44,DQ
WDJ213237.60+022706.61,DQ
WDJ113725.98+401944.29,DQ
WDJ151934.38+273150.40,DQ
WDJ151242.94+002924.53,DQ
WDJ125438.31+143228.61,DQ
WDJ092123.69+771335.30,DQ
WDJ152356.33+414845.78,DQ
WDJ084243.65+070207.57,DQ
WDJ183647.25+504833.69,DQ
WDJ183345.13+505000.75,DQ
WDJ063632.53+555123.23,DQ
WDJ080408.27+125234.00,DQ
WDJ165817.44+105416.35,DQ
WDJ174412.93+353245.39,DQ
WDJ224825.92+045032.36,DQ
WDJ144513.84+005322.64,DQ
WDJ115550.78+004602.30,DQ
WDJ154315.11+302133.36,DQ
WDJ222132.64+244637.03,DQ
WDJ012930.35+155106.95,DQ
WDJ094415.14+582749.75,DQ
WDJ080852.67+371220.27,DQ
WDJ170927.55+622901.44,DQ
WDJ081430.66+045724.56,DQ
WDJ070046.95+670250.26,DQ
WDJ022400.65+223007.00,DQ
WDJ160219.58+053642.83,DQ
WDJ022243.79+122706.90,DQ
WDJ155432.04+113615.91,DQ
WDJ001743.71+202909.70,DQ
WDJ071031.90+663115.85,DQ
WDJ074052.89+210121.31,DZQ
WDJ165533.96+173917.38,DZ
WDJ173515.18+262458.26,DZ
WDJ183831.24+621512.25,DZ
WDJ230002.18+185825.98,DZ
WDJ230559.65+080431.36,DZ
WDJ001249.08+094259.81,DZ
WDJ003917.52+232753.33,DZ
WDJ013520.20+011855.12,DZ
WDJ020024.54+302447.83,DZ
WDJ075421.04+495016.68,DZ
WDJ081629.19+590211.70,DZ
WDJ082200.36+011026.09,DZ
WDJ224955.75+114107.13,DZ
WDJ105536.51+040321.52,DZ
WDJ233539.09+123047.33,DZ
WDJ133706.32+075658.09,DZ
WDJ132857.45+445033.32,DZ
WDJ185727.69+610351.06,DZ
WDJ163331.22+300827.22,DZ
WDJ223656.70+141908.61,DZ
WDJ093528.62+001324.17,DZ
WDJ204712.38+023448.38,DZ
WDJ163054.70+092452.75,DZ
WDJ222818.65+104005.73,DZ
WDJ083155.22+380911.11,DZ
WDJ010609.53+163833.08,DZ
WDJ021427.74+103441.46,DZ
WDJ104650.72+724828.38,DZ
WDJ213905.31+053818.46,DZ
WDJ084259.63+104003.62,DZ
WDJ173012.78+570253.00,DZ
WDJ092738.41+782455.36,DZ
WDJ071602.77+432307.50,DZ
WDJ004233.42+101101.00,DZ
WDJ110835.57+522526.91,DZ
WDJ154838.04+005142.70,DZ
WDJ154123.28+032320.07,DZ
WDJ095119.87+403322.57,DZ
WDJ093016.94+021837.80,DZ
WDJ162710.01+262655.71,DZ
WDJ015217.99+241852.00,DZ
WDJ174033.47+232025.05,DZ
WDJ162903.99+333735.98,DZ
WDJ225118.34+215415.43,DA+MS
WDJ184929.00+594850.25,DA+MS
WDJ061913.54+691137.42,DA+MS
WDJ015756.72+150222.49,DA+MS
WDJ015436.29+244048.08,DA+MS
WDJ184017.23+523032.61,DA+MS
WDJ011009.09+132616.38,DA+MS
WDJ020724.06+071546.88,DA+MS
WDJ083531.69+315503.31,DA+MS
WDJ134945.68+382208.81,DA+MS
WDJ164400.83+165246.82,DA+MS
WDJ174757.58+713757.46,DA+MS
WDJ111721.62+010148.98,DA+MS
