WDJname,predicted_class,probability_of_predicted_class,spec_continuum_median_SNR,|                   |,prob_CV,prob_DA,prob_DAH,prob_DAZ_DZA,prob_DB,prob_DBZ_DZB,prob_DC,prob_DO,prob_DQ,prob_DZ
WDJ134458.69+493710.05,DA,0.9968751,10.0535,|                   |,0.00050864177,0.9968751,0.00017431428,0.0010831408,7.244512e-05,7.871424e-08,0.0003292074,0.00025065613,0.00032808975,0.00037819837
WDJ133027.58+224212.20,DA,0.98650485,7.4956,|                   |,0.00048005913,0.98650485,0.01010016,0.00035273322,0.0007390197,2.642428e-07,0.00035701736,0.00060261675,0.0005368079,0.00032657132
WDJ130452.99+324321.06,DA,0.9974756,18.11,|                   |,0.00043142322,0.9974756,0.00019722631,0.0009613872,0.00011681383,1.1258753e-07,0.00012362134,0.00022202746,0.00020955804,0.0002623088
WDJ131628.78+323629.42,DA,0.9954477,15.8012,|                   |,9.340028e-05,0.9954477,0.0024072747,0.00044161238,5.0656585e-05,2.247288e-08,0.0012162052,6.158146e-05,0.00020335209,7.823238e-05
WDJ131629.34+474115.45,DA,0.9956614,14.5132,|                   |,4.226339e-05,0.9956614,0.0022432476,0.0006129279,2.437166e-05,1.5003163e-08,0.0011991779,2.2124474e-05,0.00014846622,4.607857e-05
WDJ131345.97+474719.48,DA,0.99727,15.7584,|                   |,0.000313528,0.99727,0.0002150301,0.0013140464,8.785129e-05,1.1575669e-07,0.00016184445,0.00020946302,0.00023863782,0.00018947029
WDJ133754.87+344911.41,DB,0.99908596,12.2755,|                   |,1.6431966e-05,1.0270232e-10,0.00016771433,2.8511935e-14,0.99908596,0.0002773635,3.4341203e-06,8.0671685e-05,2.5540168e-05,0.00034287604
WDJ131902.06+052826.82,DA,0.9976421,12.5138,|                   |,0.000118719436,0.9976421,0.00037160076,0.0010039292,0.000111502275,1.1220496e-07,0.00025626723,0.0001446109,0.00027702303,7.4204705e-05
WDJ134506.74-063254.12,DA,0.9974834,24.8609,|                   |,9.276629e-05,0.9974834,0.00019250586,0.0010478044,3.5699162e-05,3.7500108e-08,7.455004e-05,4.8784404e-05,0.00018238854,0.0008419845
WDJ133514.53+505012.25,DA,0.99620837,27.9078,|                   |,0.00024038869,0.99620837,0.0011580045,0.0009142222,0.00015309457,1.4049517e-07,0.0003329535,0.00026239152,0.0003054671,0.0004250777
WDJ134032.45+143607.05,DA,0.9930637,7.479,|                   |,0.0005494333,0.9930637,0.004053252,0.00025169415,0.00019586712,4.9642942e-08,0.0005356843,0.00070805755,0.00034158357,0.00030056486
WDJ131109.97+041325.53,DA,0.9965088,20.9857,|                   |,0.00043531595,0.9965088,0.00018557202,0.0015410865,0.00010372253,1.604054e-07,0.0003071508,0.0002859279,0.0003848918,0.00024749176
WDJ132342.35+583544.55,DA,0.99745536,11.887,|                   |,0.0003648879,0.99745536,0.00032479886,0.00079268176,0.0001453013,1.15471515e-07,0.00016867917,0.00024950595,0.00025791142,0.00024091489
WDJ135155.65+075458.00,DA,0.99871457,12.1483,|                   |,8.476037e-05,0.99871457,0.00019827667,0.0003248822,2.2108006e-05,7.1917423e-09,0.0001699514,4.4847326e-05,0.00012374006,0.00031669755
WDJ132546.98+100218.78,DA,0.9983497,13.6677,|                   |,8.155831e-05,0.9983497,0.00018121857,0.0005615513,3.20369e-05,1.8020101e-08,0.00034256978,4.045878e-05,0.00016225083,0.00024855798
WDJ130409.07-041522.90,DA,0.9950894,33.8057,|                   |,0.00058834784,0.9950894,0.00047456622,0.0010011571,0.00026298893,2.6459256e-07,0.00066871865,0.00041760172,0.0008776374,0.0006192583
WDJ133350.38-063742.41,DA,0.9953353,7.3017,|                   |,0.00036182476,0.9953353,0.0007602609,0.0011908724,0.00024113232,2.8850363e-07,0.0008721435,0.00035007572,0.00054252206,0.00034551462
WDJ131907.33-023406.50,DB,0.90224105,22.1024,|                   |,0.0014257173,0.02243338,0.04270507,5.878568e-05,0.90224105,0.002364283,0.0016448654,0.008935229,0.0064211884,0.011770455
WDJ132926.10-020829.34,DA,0.9972207,12.0386,|                   |,0.00040386873,0.9972207,0.00015531183,0.0010842647,7.837396e-05,8.521496e-08,0.00027738968,0.00021158432,0.00030763244,0.00026070382
WDJ131451.56-045620.99,DA,0.99878436,19.0241,|                   |,7.793776e-05,0.99878436,0.0003203592,0.0004990731,3.770945e-05,1.884268e-08,9.583848e-05,6.665587e-05,8.967083e-05,2.8219998e-05
WDJ135303.56-061300.50,DA,0.99725324,13.1826,|                   |,0.0003696854,0.99725324,0.00042124238,0.0005420283,0.00016761865,9.110429e-08,0.00017364274,0.00031802297,0.00032762843,0.00042678748
WDJ135919.19+044036.79,DA,0.99698687,21.4325,|                   |,0.0003774378,0.99698687,0.0002757721,0.0011157488,8.490351e-05,9.501729e-08,0.00034773155,0.00028488392,0.00030667117,0.00021999977
WDJ130907.69+262431.94,DA,0.9939087,8.0257,|                   |,0.00020862652,0.9939087,0.0011672871,0.0012927299,0.000603029,7.843312e-07,0.001077971,0.00039944117,0.0009014351,0.00043995475
WDJ133416.82+064758.33,DA,0.9979192,13.9609,|                   |,9.606306e-05,0.9979192,0.0005710857,0.00055573555,0.00010684934,5.950379e-08,0.00033873942,0.00012199795,0.00022238155,6.7856374e-05
WDJ133304.05+064933.61,DA,0.9970974,17.1204,|                   |,5.8973663e-05,0.9970974,0.0015315397,0.0006666587,5.9303882e-05,3.9650537e-08,0.00033597552,6.862817e-05,0.00014392349,3.752786e-05
WDJ135219.74+342853.09,DA,0.76144546,10.0097,|                   |,0.00012375996,0.76144546,0.004591862,0.21574087,0.0007092221,0.00020094441,0.0005535207,0.0017414049,0.01382181,0.0010712105
WDJ130653.04+692619.98,DA,0.99666905,8.5078,|                   |,0.000439385,0.99666905,0.0002704262,0.0011913116,9.002746e-05,1.07609196e-07,0.00038768697,0.000285204,0.00034832198,0.0003185157
WDJ134851.19+461849.86,DA,0.997841,29.5166,|                   |,0.00013350695,0.997841,0.00068067806,0.0007068013,9.62695e-05,6.819063e-08,0.00010167973,0.00013761007,0.00024298833,5.9313683e-05
WDJ133605.14+111225.98,DA,0.9965759,12.9977,|                   |,0.00048119406,0.9965759,0.00027185128,0.0012647321,9.5428884e-05,1.2110665e-07,0.0003764005,0.00029207303,0.00036542263,0.00027691608
WDJ135510.12+314510.10,DA,0.98741627,8.7749,|                   |,0.00057221716,0.98741627,0.0012890927,0.0011016458,0.00037380162,4.1704496e-07,0.0077274265,0.00040954753,0.00067280745,0.0004369188
WDJ132326.10-071429.01,DA,0.9954939,24.3634,|                   |,0.000111707275,0.9954939,0.000870173,0.0013541349,0.00049704127,6.7610756e-07,0.00037443472,0.00036774727,0.0005322325,0.00039796758
WDJ131637.11+173252.26,DA,0.9901417,18.4494,|                   |,4.552641e-05,0.9901417,0.002866207,0.003878634,9.357421e-05,3.665537e-07,0.0024605875,5.0235125e-05,0.00034977385,0.000113396454
WDJ131328.31-035319.91,DA,0.99503744,74.0291,|                   |,0.0010595842,0.99503744,0.00033339264,0.0014644681,0.00014527678,2.1381426e-07,0.0007376527,0.00033155366,0.00033158998,0.0005587899
WDJ135451.62+024329.21,DC,0.99241513,15.1797,|                   |,0.00041213067,0.0013758718,0.0014304126,7.417091e-07,0.0014248759,7.681263e-07,0.99241513,0.0009550349,0.0019038838,8.111096e-05
WDJ135824.59+472931.50,P<0.7,0.6311574,24.6508,|                   |,0.0015163776,0.6311574,0.35966402,9.086792e-05,0.0022660724,3.2624715e-07,0.0005948556,0.0032711274,0.0011124441,0.00032642306
WDJ131536.31+162415.38,DB,0.8914529,81.0423,|                   |,0.0019081209,0.000549385,0.08653792,2.3020914e-06,0.8914529,0.003735461,0.00031203066,0.0014990974,0.0028426012,0.011160227
WDJ133847.79+440850.46,DA,0.99605316,6.995,|                   |,0.00039036633,0.99605316,0.0008992946,0.0008759388,0.00015845669,1.3934836e-07,0.00029219498,0.00034204297,0.00060685806,0.00038158215
WDJ135632.54-014436.18,DA,0.9959547,10.8554,|                   |,0.00038353243,0.9959547,0.0014719347,0.0005154094,0.000149268,7.724662e-08,0.00074078597,0.00035226933,0.00022792637,0.00020405989
WDJ130525.14+265014.01,DA,0.9970039,13.9384,|                   |,0.0004430314,0.9970039,0.00016958165,0.0011577326,7.906703e-05,9.181356e-08,0.0002685999,0.0002641541,0.00034173782,0.00027208272
WDJ134822.74+153547.48,DA,0.9922308,6.2241,|                   |,0.00044112685,0.9922308,0.0012856504,0.0015033397,0.00040784976,6.1793764e-07,0.0021005964,0.00044920057,0.001050427,0.0005303001
WDJ133033.65-061601.89,DA,0.994571,10.6273,|                   |,8.847257e-05,0.994571,0.0023411068,0.0010449577,9.949323e-05,1.04533726e-07,0.0013086145,9.350716e-05,0.00033334378,0.000119326556
WDJ132549.12+450632.15,DA,0.9951474,10.3823,|                   |,0.00020383936,0.9951474,0.0006969123,0.0008981314,0.00026252063,2.3692775e-07,0.0012255162,0.0002135823,0.0009551077,0.00039668247
WDJ135502.09-040809.44,DAZ/DZA,0.9314996,16.289,|                   |,8.026736e-06,0.059347518,0.00033694127,0.9314996,1.4042699e-05,0.00022040971,0.0003245809,0.00010911943,0.00782925,0.00031055958
WDJ132841.19+362837.26,DA,0.996724,28.1238,|                   |,0.00043146746,0.996724,0.00026966832,0.0014307202,0.000103681035,1.488261e-07,0.00030964546,0.00025759137,0.0002758791,0.00019725933
WDJ135738.69-025819.41,DA,0.99742615,37.2007,|                   |,0.00035227364,0.99742615,0.00029423935,0.00074428244,0.00010867663,8.109483e-08,0.00028812338,0.00024862084,0.000266419,0.00027105745
WDJ134435.26+191343.80,DA,0.99767494,12.9108,|                   |,0.0004215935,0.99767494,0.0002710861,0.00068384863,7.368919e-05,5.0509687e-08,0.00019176267,0.00023902376,0.00019719581,0.000246826
WDJ135810.43+055238.08,DQ,0.94849217,24.6546,|                   |,0.00036200142,1.0126761e-07,0.048775997,1.7911762e-11,0.0020928308,3.701706e-07,1.7238928e-05,0.94849217,0.00022101295,3.8305738e-05
WDJ131520.85+503608.96,DA,0.9929009,8.628,|                   |,0.00020353301,0.9929009,0.0010028082,0.0007252475,0.00020207286,1.4760066e-07,0.004128332,0.00013462824,0.0005076431,0.0001947454
WDJ132116.97+580730.40,DA,0.9972741,28.2057,|                   |,0.00029829977,0.9972741,0.00046533326,0.0010650002,0.00015639815,1.6701934e-07,0.00019926458,0.0002121027,0.00020690402,0.00012248772
WDJ135347.17+103933.32,DA,0.99749464,18.8317,|                   |,0.0003276065,0.99749464,0.0002619797,0.0009353674,8.366903e-05,7.845786e-08,0.00025212154,0.00022734335,0.0002302822,0.00018690627
WDJ131045.88+510913.15,DA,0.99778575,14.8805,|                   |,0.00013522238,0.99778575,0.0005911376,0.0006947458,0.000102414924,7.131024e-08,0.00021667925,0.00015625767,0.00024139814,7.625121e-05
WDJ131038.73+324453.71,DA,0.99746025,26.5852,|                   |,0.00036935444,0.99746025,0.00022223878,0.0011077437,0.00012905309,1.4332176e-07,0.00012321027,0.00018738993,0.0001782627,0.00022243979
WDJ133851.08-055818.11,DA,0.9966886,9.8361,|                   |,0.00046792408,0.9966886,0.00035825683,0.0007866734,0.0001109685,8.7585995e-08,0.00044058543,0.00033031986,0.00041558532,0.0004009843
WDJ134549.06+471647.84,DA,0.9912719,12.1402,|                   |,0.0010683769,0.9912719,0.00059409457,0.002619621,0.0003295117,8.7079627e-07,0.0017873035,0.00068462576,0.0007570976,0.00088671205
WDJ135515.42+053431.43,DA,0.99605197,22.1175,|                   |,0.00040101894,0.99605197,0.0003666392,0.0015842346,0.00017205309,2.7365286e-07,0.00028943556,0.00030609494,0.0005408691,0.0002875046
WDJ131434.24-080543.72,DA,0.9984753,6.8087,|                   |,7.153264e-05,0.9984753,0.00037466508,0.00041713536,1.8839575e-05,7.870653e-09,0.00029582827,4.5035933e-05,0.00014174434,0.00015987332
WDJ131214.11-080557.77,DZ,0.763645,15.4835,|                   |,6.1819646e-06,3.228871e-08,4.3866952e-05,0.2301877,1.704344e-10,0.0012150346,5.2432264e-05,6.804681e-05,0.763645,0.0047816853
WDJ133315.41+525424.87,DA,0.9961044,11.8866,|                   |,0.000571912,0.9961044,0.0011150951,0.0002342106,0.00022516768,5.2942898e-08,0.000282733,0.00054729515,0.00042007543,0.0004990463
WDJ132853.31-060104.93,DA,0.99706984,16.2378,|                   |,0.00045783832,0.99706984,0.0002694879,0.00085758726,0.00014194008,1.2208373e-07,0.0001981612,0.00031817736,0.00033391448,0.00035282053
WDJ135747.31+685320.55,DA,0.9976885,21.0769,|                   |,0.0003136077,0.9976885,0.00042400573,0.0006695344,0.00015596287,1.04664444e-07,0.00018641324,0.00018293117,0.00020806312,0.00017092949
WDJ130515.40-030004.89,DA,0.99750954,12.1633,|                   |,0.0002871754,0.99750954,0.0003421187,0.00073449017,0.00014008165,1.03145474e-07,0.00022702501,0.00024726574,0.00026991166,0.00024233616
WDJ131521.51+181359.68,DA,0.997275,41.7656,|                   |,0.00025229473,0.997275,0.00051573437,0.0012207377,8.332894e-05,1.0200073e-07,0.000142428,0.00017455075,0.00024947242,8.648291e-05
WDJ130412.40+752550.91,DA,0.99677134,15.4672,|                   |,0.00032042043,0.99677134,0.00030938702,0.0014247275,0.00011732028,1.6769084e-07,0.0002373929,0.00024396763,0.0003498927,0.00022543874
WDJ130653.86+044941.29,DA,0.9453155,8.3399,|                   |,0.0016521238,0.9453155,0.035968874,0.00064718694,0.003024112,2.0703837e-06,0.0024637429,0.006399458,0.0030214486,0.0015054467
WDJ130249.00-013309.50,P<0.7,0.30682713,6.7763,|                   |,0.033608608,0.30682713,0.01652197,0.020655222,0.22802453,0.015350329,0.03051007,0.024744371,0.13776587,0.18599182
WDJ130535.78+283014.63,DA,0.995167,9.2496,|                   |,0.00043158056,0.995167,0.0010775066,0.0010099794,0.00018973605,1.9256015e-07,0.00082272966,0.00042555132,0.00044948014,0.00042622737
WDJ130730.37+080617.33,DA,0.9974937,9.823,|                   |,0.00036174277,0.9974937,0.00026463266,0.0007678074,7.9014346e-05,6.0820234e-08,0.0002785235,0.00024296569,0.00025310303,0.00025838835
WDJ131523.15+463242.64,DA,0.9942004,5.5037,|                   |,0.00022184098,0.9942004,0.0029766927,0.00043493847,0.0003213609,1.4058756e-07,0.00062565994,0.00046662253,0.00044507306,0.0003072995
WDJ133356.86+045415.75,DA,0.9946022,8.6327,|                   |,0.00013580093,0.9946022,0.0030788826,0.00055848196,0.00012553154,7.048759e-08,0.00084305153,0.00017766358,0.00034978078,0.00012852764
WDJ131051.11+171049.60,DA,0.98731315,22.5594,|                   |,0.00013376941,0.98731315,0.0078076636,0.0008363688,9.424351e-05,7.983518e-08,0.0032339604,0.00013201391,0.0003088549,0.00013991147
WDJ134059.01+084407.41,DA,0.9955955,5.6605,|                   |,0.00042992138,0.9955955,0.0005184707,0.0010494804,9.677796e-05,1.020159e-07,0.0015642885,0.0001399102,0.00021139838,0.0003939819
WDJ135509.88-020506.58,P<0.7,0.5894819,11.0135,|                   |,3.887146e-05,0.00010150481,0.0005777529,0.5894819,2.5003123e-07,0.0014520384,0.0009367008,0.001566588,0.40459055,0.0012538512
WDJ135201.99-005419.17,DA,0.9981566,22.5654,|                   |,6.271661e-05,0.9981566,0.00066636276,0.00042469008,8.5769876e-05,3.6492885e-08,0.00032796408,6.790283e-05,0.00016158768,4.642488e-05
WDJ135833.07+051501.99,DA,0.99685013,20.8741,|                   |,0.00030478745,0.99685013,0.0011887869,0.00056670455,0.000118316115,6.726214e-08,0.0002037736,0.00034624385,0.00026471098,0.00015641324
WDJ135435.42+024826.01,DA,0.99623585,10.0931,|                   |,0.0005809825,0.99623585,0.0002730045,0.0012306042,8.7683635e-05,1.0831155e-07,0.0004065492,0.0003243277,0.00042636355,0.00043447854
WDJ131640.73+081058.72,DQ,0.81672597,12.774,|                   |,0.0029056843,0.00049099437,0.13644256,4.2552455e-07,0.028248684,2.448197e-05,0.006874092,0.81672597,0.0065050707,0.0017820441
WDJ133706.32+075658.09,DZ,0.71867496,9.5858,|                   |,4.071109e-06,6.499513e-07,3.6910056e-05,0.27841708,1.4786228e-09,0.0006333918,0.00013997332,0.00018610881,0.71867496,0.0019068323
WDJ134716.05+501941.83,DQ,0.8181169,8.2104,|                   |,0.007758161,0.03941457,0.10305234,2.7774637e-05,0.008941399,6.300819e-06,0.014578815,0.8181169,0.005827679,0.0022760832
WDJ134445.72+271138.17,DA,0.99737877,18.7286,|                   |,0.00021473851,0.99737877,0.0006343617,0.0011187568,0.00011774002,1.3206864e-07,0.0001282847,0.00015302666,0.00017417908,7.991797e-05
WDJ135142.55+342144.91,DB,0.82209677,6.7965,|                   |,0.003461654,0.014349076,0.03387154,5.273902e-06,0.82209677,0.00030215588,0.046346452,0.02760826,0.017944684,0.034014132
WDJ133049.73+535339.79,DA,0.99443215,6.1452,|                   |,0.00044415196,0.99443215,0.0010878487,0.0009147069,0.00045691335,4.2028188e-07,0.0004879633,0.0005638173,0.00078205386,0.00082999247
WDJ133258.65+314507.27,DA,0.9977575,35.1773,|                   |,0.0002918311,0.9977575,0.00055822486,0.00061801134,0.00014681979,9.094023e-08,0.00016455015,0.00016459613,0.00017437567,0.00012402762
WDJ130323.72+251007.15,DA,0.99509645,88.8839,|                   |,0.0009067579,0.99509645,0.00038292867,0.0019607171,0.00017178086,3.384734e-07,0.0003932334,0.0002501975,0.0002713903,0.0005662048
WDJ130115.90+241033.33,DA,0.99806374,32.6437,|                   |,4.3194756e-05,0.99806374,0.00069886545,0.00060004555,7.82112e-05,4.7021324e-08,0.0002760572,5.4962893e-05,0.00014435264,4.0406965e-05
WDJ131420.65+070051.23,DA,0.9965771,22.4735,|                   |,0.00048659465,0.9965771,0.00034041825,0.0012655057,9.761482e-05,1.2395641e-07,0.00039665302,0.0002731215,0.0003146615,0.00024834037
WDJ132247.68+075729.37,DA,0.9971176,32.3279,|                   |,0.00034709115,0.9971176,0.0005901,0.00092815043,0.00016399338,1.5265053e-07,0.00017666917,0.00026347284,0.00025233015,0.00016058474
WDJ135144.45+321843.97,DA,0.9974661,19.4697,|                   |,0.00019567534,0.9974661,0.00060207845,0.00083523366,8.603607e-05,7.204277e-08,0.00025425307,0.0002135823,0.0002689928,7.79515e-05
WDJ135509.62+122535.83,DA,0.99270386,7.8431,|                   |,0.00054493285,0.99270386,0.0011219103,0.0015030528,0.00026280928,3.9791948e-07,0.0024140973,0.00043293342,0.00051151396,0.0005044376
WDJ132838.81-001047.82,DA,0.9974521,15.2067,|                   |,0.00031329002,0.9974521,0.00034619356,0.0008631976,0.00013547957,1.1724436e-07,0.00017214581,0.00024765983,0.0002624978,0.00020732595
WDJ135331.72+382345.77,DA,0.9964209,12.3859,|                   |,0.0006308933,0.9964209,0.00025191845,0.0011115834,6.831724e-05,7.621308e-08,0.0005406976,0.0003155995,0.00029567155,0.0003642887
WDJ130114.64-070040.74,DA,0.9957421,8.3272,|                   |,0.00033035091,0.9957421,0.0009623161,0.0007363876,0.0002204049,1.6299747e-07,0.00046538585,0.00045220493,0.0006466045,0.00044410073
WDJ130706.53+225856.71,DA,0.99449176,10.7183,|                   |,0.0006361501,0.99449176,0.0027513802,0.0003003122,0.00024600202,7.4286596e-08,0.00039330826,0.0005734935,0.00031931614,0.0002881099
WDJ131228.30-030030.22,DA,0.9943058,9.7846,|                   |,0.0001778341,0.9943058,0.0020313144,0.0018697834,0.00019209641,3.6123564e-07,0.0004662569,0.0003934532,0.00046908346,9.3929404e-05
WDJ135733.28+060757.98,DA,0.9957694,40.6265,|                   |,0.00063000806,0.9957694,0.00024410654,0.001467397,0.00014376444,2.1185578e-07,0.00042968793,0.00034037794,0.00048106938,0.0004939091
WDJ130752.51-002234.09,DAZ/DZA,0.94814306,11.0393,|                   |,3.2673286e-06,3.451251e-05,5.0169365e-05,0.94814306,2.6875549e-08,0.00073833705,6.7772424e-05,9.5482785e-05,0.049369764,0.0014975722
WDJ131427.91+072250.69,DA,0.9970035,19.0508,|                   |,0.0005316081,0.9970035,0.00014686979,0.0011822237,6.628882e-05,7.860375e-08,0.00030713924,0.00023709473,0.00025965218,0.0002654532
